,time,tweet,country,retweet_count,sentiment
572,2019-11-15 09:28:48, With an overall DXOMARK Audio score of 66 the Samsung GalaxyNote10 Plus 5G by SamsungMobile like its LTE sibling is amon ,India,9,Neutral
116,2019-11-20 15:51:25, What is your favorite GalaxyNote10 camera feature mobile samsung technology galaxy galaxynote10 galaxynote10p ,Unknown,8,Positive
158,2019-11-20 05:00:12,What is your favorite GalaxyNote10 camera feature mobile samsung technology galaxy galaxynote10 galaxynote10plus galaxys10plus galaxys10 tablet watch smartwatch  ,Netherlands,8,Positive
146,2019-11-20 08:21:23, rt this if you re dying to see these boys but can t make it tomorrow WelcomeToPHGalaxyiKON iKON iKONxSAMSUNGinbkk ,Unknown,8,Neutral
461,2019-11-16 05:47:06, holiday raffle only 2 check pinned raffle happyholidays christmas thanksgiving art phonecases customcses ip ,Unknown,7,Neutral
297,2019-11-18 14:14:03, What color would you get for your GalaxyNote10plus mobile samsung technology galaxy galaxynote10 galaxynote1 ,Unknown,7,Neutral
390,2019-11-17 05:00:07,What color would you get for your GalaxyNote10plus mobile samsung technology galaxy galaxynote10 galaxynote10plus galaxys10plus galaxys10 tablet watch smartwatch  ,Netherlands,7,Neutral
464,2019-11-16 05:45:11,holiday raffle only 2 check pinned raffle happyholidays christmas thanksgiving art phonecases customcses iphonecase iphone8plus iphone11promax iphone11 galaxys10 iphonex galaxys10plus iphonexsmas iphonexr sketch graffiti art blackartists blackart  ,United States,7,Neutral
262,2019-11-18 21:48:11, 1 2 The brand new beach promenade extension in Durban is seriously impressive durbanhasmore eThekwiniM DoKZN ,Unknown,6,Positive
336,2019-11-18 04:45:33,1 2 The brand new beach promenade extension in Durban is seriously impressive durbanhasmore eThekwiniM DoKZN SamsungMobileSA GalaxyS10 KwaZulunatal TravelChatSA meetSouthAfrica  ,South Africa,6,Positive
587,2019-11-15 06:23:54, Who owns a GalaxyS10e mobile samsung technology galaxy galaxys10plus galaxys10 tablet watch smartwatch https ,United States,5,Neutral
49,2019-11-21 06:39:58, Cape Town at night Samsung Galaxy S10 GalaxyS10Plus GalaxyS10 SamsungGalaxy WithGalaxy CapeTown SamsungMobi ,South Africa,5,Neutral
51,2019-11-21 06:30:29,Cape Town at night Samsung Galaxy S10 GalaxyS10Plus GalaxyS10 SamsungGalaxy WithGalaxy CapeTown SamsungMobileSA  ,South Africa,5,Neutral
122,2019-11-20 13:15:34, 2 2 Durban Beach Promenade extension what a bonus even under moody skies durbanhasmore eThekwiniM DoKZN Samsun ,South Africa,5,Neutral
591,2019-11-15 05:00:10,Who owns a GalaxyS10e mobile samsung technology galaxy galaxys10plus galaxys10 tablet watch smartwatch  ,Netherlands,5,Neutral
245,2019-11-19 03:58:05, This is one of the best phones If not the best phone released this year Now the prices have dropped drastically As ,India,5,Positive
181,2019-11-19 18:04:25, 100 like and retweet i will drop 56 college basketball games my biggest drop ever i love my followers thank you remem ,Unknown,5,Positive
193,2019-11-19 15:27:46,100 like and retweet i will drop 56 college basketball games my biggest drop ever i love my followers thank you remember 100 i will drop i always do GamblingTwitter FreePicks Galaxys10 sportsbetting CASHOUTDAILYISAMFLIFESTYLE  ,Unknown,5,Positive
335,2019-11-18 04:45:50,2 2 Durban Beach Promenade extension what a bonus even under moody skies durbanhasmore eThekwiniM DoKZN SamsungMobileSA GalaxyS10 KwaZulunatal TravelChatSA meetSouthAfrica  ,South Africa,5,Neutral
189,2019-11-19 16:29:45, 15 likes retweet i will drop all nba CASHOUTDAILYISAMFLIFESTYLE GamblingTwitter FreePicks Galaxys10 sportsbetting ,United States,5,Neutral
191,2019-11-19 16:08:13, happy holidays to get in the holiday spirit i want to raffle a custom case raffle happyholidays christmas thanks ,Unknown,5,Positive
209,2019-11-19 12:33:19,15 likes retweet i will drop all nba CASHOUTDAILYISAMFLIFESTYLE GamblingTwitter FreePicks Galaxys10 sportsbetting  ,Unknown,5,Neutral
369,2019-11-17 11:48:45, Out for community day today Nice to be with the crew samsung event went awesome and I did pretty well in the shiny count V ,Unknown,4,Positive
278,2019-11-18 17:03:14,  There are no wrong turnings Only paths we had not known we were meant to walk Samsung Galaxy S10 GalaxyS10Plu ,South Africa,4,Neutral
287,2019-11-18 16:19:50, There are no wrong turnings Only paths we had not known we were meant to walk Samsung Galaxy S10 GalaxyS10Plus GalaxyS10 SamsungGalaxy WithGalaxy SamsungMobileSA  ,South Africa,4,Neutral
211,2019-11-19 12:24:22,  SamsungIndia Here s my screenshot PowerOf10 GalaxyNote10 GalaxyS10 Join SanjayJ45449140 JainShantilal12 Rag ,Unknown,4,Neutral
388,2019-11-17 05:16:10,Out for community day today Nice to be with the crew samsung event went awesome and I did pretty well in the shiny count Vlog coming soon Huge shoutouts to holly and Zo for getting the place lit n poppin PokemonGOCommunityDay pokemongonyc OmniSqwad GalaxyS10  ,United States,4,Positive
272,2019-11-18 19:01:52, If you haven t jumped onto the bandwagon yet of Android Messages and still using the stock Samsung Messages app Here are ,Unknown,3,Neutral
469,2019-11-16 05:21:16, Fourth One UI 2 0 beta ZSK9 comes many fixes for the Galaxy S10 series GalaxyS10 OneUI2 0  ,United States,3,Neutral
301,2019-11-18 13:27:55,If you haven t jumped onto the bandwagon yet of Android Messages and still using the stock Samsung Messages app Here are 3 features you need to know Samsung GalaxyNote10 GalaxyNote9 GalaxyS10 GalaxyS9 SamsungMobileUS New Video  ,United States,3,Neutral
470,2019-11-16 04:45:15,Fourth One UI 2 0 beta ZSK9 comes many fixes for the Galaxy S10 series GalaxyS10 OneUI2 0  ,India,3,Neutral
298,2019-11-18 14:03:45, I created some new GalaxyS10 and GalaxyNote10 phone wallpapers for SamsungMobile look out for a cozy Fall wallpaper ,Malaysia,3,Neutral
126,2019-11-20 12:54:46,Super slow mo shandis withGalaxy GalaxyS10 Thanks for sharing KM  ,South Africa,3,Neutral
69,2019-11-21 02:41:56, Oh My God Look at this neck to neck competition between these two best phones of 2019 The iPhone 11 Pro and Samsung ,Unknown,3,Positive
54,2019-11-21 05:26:34, How active are you with your GalaxyWatchActive2 mobile GalaxyWatchActive samsung technology galaxy galaxynote1 ,Unknown,3,Neutral
38,2019-11-21 09:29:40, Super slow mo shandis withGalaxy GalaxyS10 Thanks for sharing KM  ,Unknown,3,Neutral
60,2019-11-21 05:01:13,How active are you with your GalaxyWatchActive2 mobile GalaxyWatchActive samsung technology galaxy galaxynote10 galaxynote10plus galaxys10plus galaxys10 tablet watch smartwatch  ,Netherlands,3,Neutral
47,2019-11-21 07:46:46, The first of many wallpapers I ll be designing exclusively for SamsungMobile Together we ll be releasing new wall ,India,3,Neutral
197,2019-11-19 14:58:19,Updated picks are here GamblingTwitter FreePicks Galaxys10 sportsbetting CASHOUTDAILYISAMFLIFESTYLE  ,Unknown,2,Neutral
543,2019-11-15 14:30:18,Download fourth One UI 2 0 beta for the Galaxy S10e S10 and S10 ZSK9 GalaxyS10 Samsung OneUI2 0  ,Unknown,2,Neutral
563,2019-11-15 12:35:01, Android10 on GalaxyS10 has never arrived faster is fragmentation over  ,Unknown,2,Neutral
196,2019-11-19 14:59:27, Updated picks are here GamblingTwitter FreePicks Galaxys10 sportsbetting CASHOUTDAILYISAMFLIFESTYLE  ,Unknown,2,Neutral
562,2019-11-15 12:41:25,  Android10 on GalaxyS10 has never arrived faster is fragmentation over  ,South Africa,2,Neutral
85,2019-11-20 22:30:31,black chinese snake rose simple aesthetic art diy phonecases customcases iphonecase iphone8plus iphone11promax iphone11 galaxys10 galaxys9 iphonex galaxys10plus iphonexsmas iphonexr graffiti art blackartists blackart sketch supportblackart  ,United States,2,Neutral
40,2019-11-21 09:28:29, Wallpapers homescreen lockscreen Background android Samsung gradient Google walls painter Pixel4 Private Disk N 0041 Wallpaper for GalaxyS10 GalaxyS10Plus gt gt Like Follow Retweet lt lt Prod By Hk3ToN  ,France,2,Neutral
549,2019-11-15 13:43:37, The super powerful Samsung GalaxyS10 is now available at our lowest ever price during our BlackFriday event Get it w ,United Kingdom,2,Positive
551,2019-11-15 13:30:18,The super powerful Samsung GalaxyS10 is now available at our lowest ever price during our BlackFriday event Get it while you can  Offer ends 1 12 19  ,United Kingdom,2,Positive
554,2019-11-15 13:16:01,The RCS Messaging rollout is happening now on Android Messages Screw the carriers Google has pushed it You ll see it in the coming weeks RCSMessaging AndroidMessages SamsungMobileUS GalaxyNote10Plus GalaxyS10 New Video  ,United States,2,Neutral
548,2019-11-15 13:57:22,Samsung releases One UI 2 0 4th beta ZSK9 with many fixes for the Galaxy S10 series GalaxyS10 OneUI2 0 Android10  ,Unknown,2,Positive
540,2019-11-15 14:41:04, Download fourth One UI 2 0 beta for the Galaxy S10e S10 and S10 ZSK9 GalaxyS10 Samsung OneUI2 0  ,United States,2,Neutral
535,2019-11-15 15:43:07, Samsung releases One UI 2 0 4th beta ZSK9 with many fixes for the Galaxy S10 series GalaxyS10 OneUI2 0 Android10 http ,Unknown,2,Positive
484,2019-11-16 00:01:35, The RCS Messaging rollout is happening now on Android Messages Screw the carriers Google has pushed it You ll see it ,Unknown,2,Neutral
533,2019-11-15 16:22:16, Pay your SuperNet and Postpaid bill via Ooredoo App and stand a chance to WIN a GalaxyS10 every week Pay now ht ,Unknown,2,Positive
94,2019-11-20 19:31:00,Galaxy S10 Lite camera s specifications leaked yet again Galaxy S11 5G codename is Y2 GalaxyS10 Lite GalaxyS10Lite Samsung  ,China,2,Neutral
92,2019-11-20 20:34:48, Galaxy S10 Lite camera s specifications leaked yet again Galaxy S11 5G codename is Y2 GalaxyS10 Lite GalaxyS10Lite Sa ,Unknown,2,Neutral
527,2019-11-15 18:42:30, Forget Samsung s Galaxy S10 And Note 10 This Is The Smartphone To Buy  ,United States,2,Neutral
82,2019-11-20 22:47:00, black chinese snake rose simple aesthetic art diy phonecases customcases iphonecase iphone8plus i ,India,2,Neutral
39,2019-11-21 09:29:16,  Wallpapers homescreen lockscreen Background android Samsung gradient Google walls painter Pixel4 Private Disk N 00 ,Unknown,2,Neutral
20,2019-11-21 12:52:03, Wallpapers homescreen lockscreen Background android Samsung gradient Google walls free Pixel4 Public N 0023 Wallpaper for GalaxyS10 GalaxyS10Plus   gt gt Like Follow Retweet lt lt Prod By Hk3ToN  ,France,1,Neutral
379,2019-11-17 09:18:45, Don t worry be happy Shot with samsungmobile SamsungMobileUS selfie bosslady smile followforfollowback over ,United States,1,Positive
87,2019-11-20 21:15:11,Which screen protector will you choose for your valuable GalaxyS10 Glass with cutout hole or PET film or WhitestoneDomeGlass Exclusive TEMPERED glass screen protector for Ultrasonic FP You don t need a hole in the middle SHOP NOW gt  ,Germany,1,Neutral
337,2019-11-18 04:34:40, Don t worry be happy Shot with SamsungMobile SamsungMobileUS sundayvibes SundayFunday selfie bosslady smile ,United States,1,Positive
182,2019-11-19 18:02:46,  Wallpapers homescreen lockscreen Background android Samsung gradient Google walls free Pixel4 Public N 0021 Wall ,India,1,Neutral
27,2019-11-21 12:30:07, NO JOKE Samsung just filled a patent on THIS Cc letsgodigital Samsung cooltech GalaxyS10  ,Unknown,1,Positive
539,2019-11-15 14:45:06, T Mobile rolling out a new software update to the Galaxy S10e S10 S10 and S9 series GalaxyS10 GalaxyS0 Samsung http ,United States,1,Neutral
89,2019-11-20 20:55:46, SAMSUNG Galaxy S10 Captain America Glass Case   GalaxyS10 galaxys10  ,Unknown,1,Neutral
73,2019-11-21 01:43:02,Day 10 of   giveaways GalaxyNote10 GalaxyS10  ,United States,1,Neutral
344,2019-11-18 00:57:48,Don t worry be happy Shot with SamsungMobile SamsungMobileUS sundayvibes SundayFunday selfie bosslady smile followforfollowback over50 tgif beachliving positivethinking weekend GalaxyS10 keeppositive palosverdes happy  ,United States,1,Positive
216,2019-11-19 09:23:39, Wallpapers homescreen lockscreen Background android Samsung gradient Google walls free Pixel4 Public N 0021 Wallpaper for GalaxyS10 GalaxyS10Plus   gt gt Like Follow Retweet lt lt Prod By Hk3ToN  ,France,1,Neutral
273,2019-11-18 18:50:27,Sunrise in San Pedro Shot with SamsungMobileUS MondayMood GalaxyS10 today California nature naturephotography samsungusa abc7eyewitness sunrise mobilephotography  ,United States,1,Neutral
373,2019-11-17 10:13:31, Wallpapers homescreen lockscreen Background android Samsung gradient Google walls free Pixel4 Public N 0018 Wallpaper for GalaxyS10 GalaxyS10Plus   gt gt Like Follow Retweet lt lt Prod By Hk3ToN  ,France,1,Neutral
28,2019-11-21 12:25:06,NO JOKE Samsung just filled a patent on THIS Cc letsgodigital Samsung cooltech GalaxyS10  ,United States,1,Positive
270,2019-11-18 19:47:01, SamsungMobileUS rules GalaxyS10 MondayMood  ,United States,1,Neutral
269,2019-11-18 20:14:42, Sunrise in San Pedro Shot with SamsungMobileUS MondayMood GalaxyS10 today California nature naturephotograph ,United States,1,Neutral
409,2019-11-16 22:00:48,Don t worry be happy Shot with samsungmobile SamsungMobileUS selfie bosslady smile followforfollowback over40 tgif beachliving positivethinking weekend GalaxyS10 keeppositive palosverdes happy  ,United States,1,Positive
246,2019-11-19 03:37:23,  SamsungMobileUS rules GalaxyS10 MondayMood  ,United States,1,Neutral
408,2019-11-16 22:05:11,Don t worry be happy Shot with SamsungMobileUS bosslady smile beachliving positivethinking weekend GalaxyS10 keeppositive happy  ,United States,1,Positive
443,2019-11-16 09:43:30, Wallpapers homescreen lockscreen Background android Samsung gradient Google walls free Pixel4 Public N 0017 Wallpaper for GalaxyS10 GalaxyS10Plus   gt gt Like Follow Retweet lt lt Prod By Hk3ToN  ,France,1,Neutral
358,2019-11-17 14:50:57, NHL picks 10 likes and retweets I will drop its Sunday i drop 21 free picks only GamblingTwitter FreePicks Galax ,Brazil,1,Neutral
359,2019-11-17 14:50:41,NHL picks 10 likes and retweets I will drop its Sunday i drop 21 free picks only GamblingTwitter FreePicks Galaxys10 sportsbetting cashoutdaily  ,Unknown,1,Neutral
10,2019-11-21 13:32:09,  Wallpapers homescreen lockscreen Background android Samsung gradient Google walls free Pixel4 Public N 0023 Wall ,India,1,Neutral
120,2019-11-20 13:43:58, Which screen protector will you choose for your valuable GalaxyS10 Glass with cutout hole or PET film or Whitesto ,Unknown,1,Neutral
362,2019-11-17 13:22:32,  Wallpapers homescreen lockscreen Background android Samsung gradient Google walls free Pixel4 Public N 0018 Wall ,India,1,Neutral
64,2019-11-21 03:25:16, I originally bought my GalaxyS10 because I wanted a change of pace from iPhone and for the expandable memory being that ,South Africa,1,Positive
65,2019-11-21 03:19:01, Day 10 of  ,United States,1,Neutral
9,2019-11-21 13:32:16,   GalaxyS11 could have up to 57 more battery capacity than the GalaxyS10 Read more   samsung technology rumor tech mobile phone smartphone galaxy S10 S11  ,India,1,Positive
282,2019-11-18 16:31:52, Samsung Galaxy M30s comes with a stellar battery for a mid range smartphone Check out here   Monda ,Nigeria,1,Neutral
283,2019-11-18 16:31:41,Samsung Galaxy M30s comes with a stellar battery for a mid range smartphone Check out here   MondayMotivation Samsung GalaxyNote10 Galaxy GalaxyS10Plus GalaxyA GalaxyFold GalaxyM30s GalaxyM30s GalaxyALife GalaxyS10 PhonesCounter,Canada,1,Neutral
314,2019-11-18 11:06:08, Wallpapers homescreen lockscreen Background android Samsung gradient Google walls free Pixel4 Public N 0020 Wallpaper for GalaxyS10 GalaxyS10Plus   gt gt Like Follow Retweet lt lt Prod By Hk3ToN  ,France,1,Neutral
79,2019-11-20 22:55:40, Which screen protector will you choose for your valuable GalaxyS10 Glass with cutout hole or PET film or Whiteston ,Unknown,1,Neutral
498,2019-11-15 21:21:12,Here s how to do Quick Replies and Quick Responses on your Samsung Samsung SamsungMessages SamsungMobileUS GalaxyNote10 GalaxyS10 New Video  ,United States,1,Neutral
475,2019-11-16 02:52:15, Here s how to do Quick Replies and Quick Responses on your Samsung Samsung SamsungMessages SamsungMobileUS GalaxyNot ,United States,1,Positive
303,2019-11-18 13:00:23,Best Galaxy S10 amp GalaxyS10 Screen Protectors in 2019 androidcentral GalaxyS10Plus screen protectors gt   GalaxyS10 screen protector gt   WhitestoneDomeGlass screenprotector premium SHOP NOW gt  ,Unknown,1,Positive
305,2019-11-18 12:09:21,  AmazonReview for AppleWatch This worked awesome No air bubbles Very touch sensitive and you no longer can see the ,South Korea,1,Positive
307,2019-11-18 12:00:37, AmazonReview for AppleWatch This worked awesome No air bubbles Very touch sensitive and you no longer can see the scratches   WhitestoneDomeGlass screenprotector GalaxyS10 GalaxyS10Plus iPhone AppleWatch P30Pro SHOP NOW gt  ,Unknown,1,Positive
308,2019-11-18 11:51:33,  Wallpapers homescreen lockscreen Background android Samsung gradient Google walls free Pixel4 Public N 0020 Wall ,India,1,Neutral
397,2019-11-17 00:26:39, Don t worry be happy Shot with SamsungMobileUS bosslady smile beachliving positivethinking weekend GalaxyS1 ,United States,1,Positive
204,2019-11-19 13:44:14, Best Galaxy S10 amp GalaxyS10 Screen Protectors in 2019 androidcentral GalaxyS10Plus screen protectors gt  ,Unknown,1,Positive
44,2019-11-21 08:38:30, Wallpapers homescreen lockscreen Background android Samsung gradient Google walls painter Pixel4 Private Disk N 0040 Wallpaper for GalaxyS10 GalaxyS10Plus gt gt Like Follow Retweet lt lt Prod By Hk3ToN  ,France,1,Neutral
78,2019-11-20 23:55:13,I originally bought my GalaxyS10 because I wanted a change of pace from iPhone and for the expandable memory being that I take a lot of photos This is how that turned out Fucking memes man  ,Unknown,1,Neutral
381,2019-11-17 08:47:56,   What color would you get for your GalaxyNote10plus mobile samsung technology gal ,Ghana,1,Neutral
417,2019-11-16 18:37:29,  Wallpapers homescreen lockscreen Background android Samsung gradient Google walls free Pixel4 Public N 0017 Wall ,India,1,Neutral
195,2019-11-19 15:03:44,SAMSUNG Galaxy S10 Captain America Glass Case   GalaxyS10 galaxys10  ,Unknown,1,Neutral
382,2019-11-17 08:03:23,  What color would you get for your GalaxyNote10plus mobile samsung technology galaxy galaxynote10 galaxynote10plus galaxys10plus galaxys10 tablet watch smartwatch  ,India,1,Neutral
432,2019-11-16 13:05:00,Early leans this may change a little GamblingTwitter FreePicks Galaxys10 sportsbetting cashoutdaily  ,Unknown,1,Neutral
431,2019-11-16 13:05:26, Early leans this may change a little GamblingTwitter FreePicks Galaxys10 sportsbetting cashoutdaily  ,Brazil,1,Neutral
492,2019-11-15 22:34:46,It s almost never lupus aroundtown trippin wandering bucharest nights city walls shotongalaxy GalaxyS10 instapic instamoment instamood  ,Romania,0,Neutral
86,2019-11-20 21:24:55, samsunggalaxys10lite listed on FCC SamsungGalaxy samsunggalaxys11 GalaxyS10 In this information I watch that many other leakers are adding their tag whether it s available anywhere but need to find so surprising rudhranandu Certification 8ap Luttu 27 AmreliaRuhez  ,India,0,Positive
121,2019-11-20 13:33:07,Samsung S10 lite specs leaked samsung samsungs10 GalaxyS10  ,Unknown,0,Neutral
493,2019-11-15 22:33:00,Censored fun aroundtown trippin wandering baloons atraction red white green nature shotongalaxy GalaxyS10 instapic instamoment instamood  ,Romania,0,Neutral
455,2019-11-16 06:30:26,Forgive the poor video but here s my really quick review of one month with MousCase for the GalaxyS10Plus There s a giveaway for one lucky GalaxyS10 user  ,United States,0,Neutral
101,2019-11-20 18:18:10,Taking advantage of the only clear date in Prague Part 2 galaxys10 lightroommobile djiosmomobile3 St Nicholas Church  ,United States,0,Neutral
491,2019-11-15 22:35:49,2gether chill aroundtown trippin wandering bucharest nights city walls shotongalaxy GalaxyS10 instapic instamoment instamood  ,Romania,0,Neutral
102,2019-11-20 18:14:16,Taking advantage of the only clear date in Prague Video part 2 galaxys10 lightroommobile djiosmomobile3 St Nicholas Church  ,United States,0,Neutral
472,2019-11-16 04:02:03, WheresScotty SmackDown YLeague Samsung GalaxyS10 G973 8GB 128GB BlueWave Hobi Dual SIM 6 1 Infinity O Screen AMOLED Roger Stone Camera 12 MP 12 MP 16MP Exynos 9820 Processor 8GB Gold Fields  ,Unknown,0,Neutral
471,2019-11-16 04:15:06, WheresScotty SmackDown YLeague Samsung GalaxyS10 G973 8GB 128GB Blue Hobi Dual SIM 6 1 Infinity O Screen AMOLED Roger Stone Camera 12 MP 12 MP 16MP Exynos 9820 Processor 8GB Gold Fields Get You GalaxyS10 Free  ,Unknown,0,Neutral
476,2019-11-16 02:29:48,Download the fourth One UI 2 0 beta for the Galaxy S10e S10 and S10 Samsung Oneui GalaxyS10  ,India,0,Neutral
100,2019-11-20 18:41:37,This dont seem to bad lets eat CASHOUTDAILYISAMFLIFESTYLE GamblingTwitter FreePicks Galaxys10 sportsbetting  ,Unknown,0,Negative
99,2019-11-20 19:05:09,What if you could charge all your devices on the fly even if you forgot their chargers Your GalaxyS10 can share its power and charge another phone or watch All you need to do is place the two devices together  ,Canada,0,Positive
103,2019-11-20 18:05:47,Taking advantage of the only clear date in Prague galaxys10 lightroommobile djiosmomobile3 St Nicholas Church  ,United States,0,Neutral
479,2019-11-16 01:18:59, Win the Samsung Galaxy S10e international giveaway via AndroidAuth SamsungUS Enter at  ,United States,0,Positive
104,2019-11-20 17:54:05,What could we say about this just to capture it s picture where I literally called it Quite an impressive response galaxys10 SamsungMobile  ,India,0,Positive
105,2019-11-20 17:46:12,Anyone know how to get this back to English on my GalaxyS10 SamsungMobile  ,United Kingdom,0,Neutral
466,2019-11-16 05:27:11,Sassiest Seagull I ve ever seen GalaxyS10 SantaMonicaPier Seagull  ,Singapore,0,Neutral
96,2019-11-20 19:07:53,According to rumours the flagship smartphones Samsung GalaxyS11 next year will be able to work much longer autonomously than the GalaxyS10 models of this year  ,Pakistan,0,Neutral
108,2019-11-20 16:45:21,Prague Astronomical Clock Close up galaxys10 lightroommobile Astronomical Tower Prague  ,United States,0,Neutral
109,2019-11-20 16:44:30,Prague Astronomical Clock galaxys10 lightroommobile Astronomical Tower Prague  ,United States,0,Neutral
95,2019-11-20 19:15:11,The best Samsung Galaxy S10 Plus screen protectors Guard your Galaxy with the best Samsung Galaxy S10 Plus screen protectors   GalaxyS10 WhitestoneDomeGlass Samsung screenprotector SHOP NOW gt  ,Unknown,0,Positive
110,2019-11-20 16:30:49,Leaked specs about the Samsung Galaxy S10 Lite point to the phone outshining the S10 GalaxyS10 S10Lite Samsung  ,United Kingdom,0,Neutral
113,2019-11-20 15:53:21,iPhone 11 vs Galaxy S10 What s the Difference  ,India,0,Neutral
93,2019-11-20 19:46:43,AD On my way to my office Swipe left to see how my office in Vienna looks like Gadgets featured my GalaxyTabS6 and my GalaxyS10 samsungaustria TeamGalaxy Vienna Austria  ,Austria,0,Neutral
119,2019-11-20 14:44:00, SamMobiles Any news for GalaxyS10 GalaxyS10Plus Exynos version Global release for Android10 ,India,0,Neutral
36,2019-11-21 10:06:46,CYBER MONDAY ARE ALMOST HERE starting 11 18 Save up to 40 off on the best glass screen protector WhitestoneDomeGlass gt gt   CyberMonday PROMOTION screenprotector GalaxyNote10Plus OnePlus7TPro iPhone11ProMax GalaxyS10  ,Unknown,0,Positive
35,2019-11-21 10:09:44, Repost techmaniack Which one will you choose Yes or No What Do You Think Galaxys10plus honorview20 techgeeks galaxys10 instadroid  ,Canada,0,Neutral
33,2019-11-21 10:59:58,WhatsApp group Galaxy S10 series getting 6th One UI 2 0 beta ZSKJ update heading to stable release s10 GalaxyS10,Unknown,0,Neutral
